uid;____;______ _____;______ ____;_____ _____;_____ ____
10Ê089Ê363;01.12.2016 18:03;___ _________;0;_____ ______ 70;350
10Ê089Ê363;01.12.2016 18:05;_____ ______ 70;350;________ 99;399
10Ê043Ê307;01.12.2016 18:06;___ _________;0;_________ 70;349
10Ê165Ê312;01.12.2016 18:29;___ _________;0;_____ ______ 70;350
10Ê165Ê312;01.12.2016 18:30;_____ ______ 70;350;________ 99;399
10Ê185Ê594;01.12.2016 18:31;___ _________;0;________ 2015;399
10Ê027Ê261;01.12.2016 18:35;___ _________;0;_____ ______ 50;300
10Ê185Ê524;01.12.2016 18:36;___ _________;0;________ 2015;399
10Ê149Ê734;01.12.2016 18:45;___ _________;0;________;400
10Ê185Ê559;01.12.2016 18:50;___ _________;0;_____ ______ 70;350
10Ê182Ê398;01.12.2016 18:54;___ _________;0;________ 2015;399
10Ê185Ê516;01.12.2016 19:11;___ _________;0;_____ ______ 50;300
10Ê185Ê563;01.12.2016 19:29;___ _________;0;________ 2015;399
10Ê185Ê488;01.12.2016 19:35;___ _________;0;________ 2015;399
10Ê161Ê524;01.12.2016 19:40;___ _________;0;________ 200 ____;449
10Ê164Ê913;17.10.2015 12:34;_____ ______ 50;300;________ 2015;399
10Ê095Ê745;01.12.2016 19:50;___ _________;0;________;400
10Ê185Ê662;02.12.2016 15:50;___ _________;0;_____ ______ 50;300
10Ê185Ê660;02.12.2016 15:59;___ _________;0;________ 2015;399
10Ê174Ê450;02.12.2016 16:19;___ _________;0;________;400
10Ê185Ê831;07.12.2016 12:34;___ _________;0;________ 2015;399
10Ê180Ê417;24.08.2016 18:40;___ _________;0;_____ ______ 70;350
10Ê180Ê417;02.12.2016 17:04;_____ ______ 70;350;___________ 50;250
10Ê012Ê956;02.12.2016 17:24;___ _________;0;_____ ______ 70;350
10Ê012Ê956;02.12.2016 17:24;_____ ______ 70;350;________ 99;399
10Ê185Ê101;02.12.2016 17:33;___ _________;0;_____ ______ 70;350
10Ê185Ê101;02.12.2016 17:33;_____ ______ 70;350;________ 99;399
10Ê169Ê580;22.12.2015 17:41;___ _________;0;________ 2015;399
10Ê145Ê577;08.12.2016 10:37;___ _________;0;_____ ______ 50;300
10Ê185Ê518;02.12.2016 17:41;___ _________;0;_____ ______ 70;350
10Ê185Ê518;02.12.2016 17:42;_____ ______ 70;350;________ 99;399
10Ê185Ê636;02.12.2016 18:02;___ _________;0;_____ ______ 70;350
10Ê151Ê962;02.12.2016 18:17;___ _________;0;________ 2015;399
10Ê185Ê661;02.12.2016 18:29;___ _________;0;________ 2015;399
10Ê185Ê586;02.12.2016 18:46;___ _________;0;________ 2015;399
10Ê123Ê254;02.12.2016 19:47;___ _________;0;________ 2015;399
10Ê185Ê727;05.12.2016 11:01;___ _________;0;_____ ______ 70;350
10Ê185Ê759;05.12.2016 11:28;___ _________;0;________ 2015;399
10Ê185Ê791;06.12.2016 13:18;___ _________;0;_____ ______ 70;350
10Ê058Ê550;05.12.2016 11:37;___ _________;0;_____ ______ 70;350
10Ê185Ê064;05.12.2016 11:54;___ _________;0;________ 2015;399
10Ê185Ê718;05.12.2016 11:59;___ _________;0;________ 2015;399
10Ê185Ê698;05.12.2016 11:59;___ _________;0;_____ ______ 70;350
10Ê185Ê698;05.12.2016 12:00;_____ ______ 70;350;________ 99;399
10Ê035Ê315;05.12.2016 12:02;___ _________;0;________ 2015;399
10Ê105Ê367;05.12.2016 12:04;___ _________;0;_____ ______ 70;350
10Ê105Ê367;05.12.2016 12:05;_____ ______ 70;350;________ 99;399
10Ê037Ê956;30.10.2015 18:17;___ _________;0;_____ ______ 70;350
10Ê037Ê956;05.12.2016 12:16;_____ ______ 70;350;___ _________;0
10Ê185Ê791;06.12.2016 13:19;_____ ______ 70;350;________ 99;399
10Ê175Ê216;11.04.2016 18:58;___ _________;0;________ 2015;399
10Ê129Ê159;01.06.2015 9:40;___ _________;0;________ 2015;399
10Ê129Ê159;05.12.2016 12:21;________ 2015;399;___ _________;0
10Ê185Ê748;05.12.2016 12:24;___ _________;0;________ 2015;399
10Ê038Ê511;25.03.2016 16:25;___ _________;0;_____ ______ 50;300
10Ê038Ê511;05.12.2016 12:29;_____ ______ 50;300;___ _________;0
10Ê127Ê545;29.12.2014 14:28;______ _____ 600 _________;480;________;400
10Ê127Ê545;05.12.2016 12:33;________;400;___ _________;0
10Ê185Ê721;05.12.2016 12:33;___ _________;0;_____ ______ 70;350
10Ê185Ê721;05.12.2016 12:34;_____ ______ 70;350;________ 99;399
10Ê160Ê455;15.12.2016 12:08;________ 2015;399;___ _________;0
10Ê075Ê593;05.12.2016 12:44;______ _____ 700 _________;580;___ _________;0
10Ê165Ê975;22.10.2015 11:51;___ _________;0;________ 2015;399
10Ê165Ê975;05.12.2016 12:47;________ 2015;399;___ _________;0
10Ê167Ê663;20.11.2015 15:45;___ _________;0;________ 2015;399
10Ê167Ê663;05.12.2016 12:54;________ 2015;399;___ _________;0
10Ê185Ê669;05.12.2016 12:55;___ _________;0;_____ ______ 70;350
10Ê038Ê828;05.12.2016 12:57;___ _________;0;________;400
10Ê094Ê417;06.12.2016 13:42;___ _________;0;________ 200 ____;449
10Ê185Ê656;05.12.2016 13:02;___ _________;0;_____ ______ 50;300
10Ê185Ê927;08.12.2016 10:40;___ _________;0;________ 2015;399
10Ê185Ê705;05.12.2016 13:05;___ _________;0;_____ ______ 70;350
10Ê185Ê705;05.12.2016 13:05;_____ ______ 70;350;________ 99;399
10Ê185Ê695;05.12.2016 13:16;___ _________;0;_____ ______ 70;350
10Ê142Ê071;05.12.2016 13:18;___ _________;0;________ 2015;399
10Ê064Ê513;05.12.2016 13:31;___ _________;0;_____ ______ 70;350
10Ê114Ê343;27.09.2014 20:30;______ _____ 500 _________;380;________;400
10Ê185Ê751;05.12.2016 13:43;___ _________;0;________ 2015;399
10Ê185Ê719;05.12.2016 13:53;___ _________;0;_____ ______ 70;350
10Ê177Ê194;25.05.2016 13:18;___ _________;0;_____ ______ 50;300
10Ê177Ê194;05.12.2016 13:58;_____ ______ 50;300;___ _________;0
10Ê185Ê765;05.12.2016 15:30;___ _________;0;________ 2015;399
10Ê089Ê697;05.12.2016 14:23;___ _________;0;________ 2015;399
10Ê137Ê887;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê137Ê887;05.12.2016 14:25;_______ _______ 70;350;___ _________;0
10Ê182Ê775;05.12.2016 14:29;___ _________;0;_____ ______ 50;300
10Ê150Ê865;06.01.2015 15:27;___ _________;0;________;400
10Ê150Ê865;05.12.2016 14:34;________;400;___ _________;0
10Ê080Ê875;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê080Ê875;05.12.2016 14:39;_______ _______ 70;350;___ _________;0
10Ê029Ê748;05.12.2016 14:41;___ _________;0;_____ ______ 70;350
10Ê185Ê481;01.12.2016 13:23;___ _________;0;_____ ______ 70;350
10Ê185Ê481;05.12.2016 14:43;_____ ______ 70;350;________ 99;399
10Ê013Ê390;05.12.2016 14:45;________;400;___ _________;0
10Ê090Ê376;05.12.2016 14:48;___ _________;0;_____ ______ 70;350
10Ê174Ê313;25.03.2016 9:52;___ _________;0;_____ ______ 50;300
10Ê174Ê313;05.12.2016 14:56;_____ ______ 50;300;___ _________;0
10Ê016Ê768;05.12.2016 14:56;___ _________;0;________ 2015;399
10Ê184Ê006;30.10.2016 14:17;___ _________;0;________ 2015;399
10Ê184Ê006;05.12.2016 15:05;________ 2015;399;___ _________;0
10Ê177Ê864;08.06.2016 12:10;___ _________;0;________ 2015;399
10Ê177Ê864;05.12.2016 15:11;________ 2015;399;___ _________;0
10Ê094Ê025;05.12.2016 15:23;___ _________;0;________ 200 ____;449
10Ê185Ê756;05.12.2016 15:27;___ _________;0;_____ ______ 70;350
10Ê147Ê339;24.02.2016 12:45;_____ ______ 70;350;___________ 70;350
10Ê147Ê339;05.12.2016 15:39;___________ 70;350;___ _________;0
10Ê185Ê725;04.12.2016 12:40;___ _________;0;_____ ______ 70;350
10Ê185Ê725;05.12.2016 15:43;_____ ______ 70;350;___________ 70;350
10Ê166Ê166;11.02.2016 16:36;___ _________;0;_____ ______ 50;300
10Ê166Ê166;05.12.2016 15:58;_____ ______ 50;300;___ _________;0
10Ê109Ê668;01.09.2014 0:55;__600;600;________;400
10Ê109Ê668;05.12.2016 16:00;________;400;___ _________;0
10Ê120Ê938;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê120Ê938;05.12.2016 16:01;_______ _______ 70;350;___ _________;0
10Ê140Ê471;17.06.2016 10:52;___ _________;0;_____ ______ 50;300
10Ê140Ê471;05.12.2016 16:03;_____ ______ 50;300;___ _________;0
10Ê131Ê704;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê131Ê704;05.12.2016 16:05;________;400;___ _________;0
10Ê114Ê186;05.12.2016 16:07;_______;300;___ _________;0
10Ê089Ê107;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê089Ê107;05.12.2016 16:09;_______ _______ 70;350;___ _________;0
10Ê154Ê143;03.03.2015 17:49;___ _________;0;________;400
10Ê154Ê143;05.12.2016 16:10;________;400;___ _________;0
10Ê180Ê041;05.08.2016 15:12;___ _________;0;_____ ______ 50;300
10Ê180Ê041;05.12.2016 16:12;_____ ______ 50;300;___ _________;0
10Ê150Ê533;12.01.2015 16:49;___ _________;0;___________ 50;250
10Ê150Ê533;05.12.2016 16:17;___________ 50;250;___ _________;0
10Ê094Ê025;18.09.2014 21:09;_______;300;________;400
10Ê094Ê025;05.12.2016 16:23;________;400;___ _________;0
10Ê183Ê440;17.10.2016 11:38;___ _________;0;________;400
10Ê183Ê440;05.12.2016 16:25;________;400;___ _________;0
10Ê182Ê431;25.09.2016 13:12;___ _________;0;________ 2015;399
10Ê182Ê431;05.12.2016 16:30;________ 2015;399;___ _________;0
10Ê087Ê801;01.11.2014 11:31;___ _________;0;________;400
10Ê087Ê801;05.12.2016 16:31;________;400;___ _________;0
10Ê184Ê856;16.11.2016 12:25;___ _________;0;________ 2015;399
10Ê184Ê856;05.12.2016 16:33;________ 2015;399;___ _________;0
10Ê179Ê619;27.07.2016 17:41;___ _________;0;________ 2015;399
10Ê179Ê619;05.12.2016 16:40;________ 2015;399;___ _________;0
10Ê185Ê601;05.12.2016 16:41;___ _________;0;_____ ______ 50;300
10Ê142Ê371;03.08.2016 8:48;_______ _______ 70;350;________;400
10Ê142Ê371;05.12.2016 16:43;________;400;___ _________;0
10Ê162Ê162;18.04.2016 12:15;________ 2015;399;_____ ______ 70;350
10Ê162Ê162;05.12.2016 16:47;_____ ______ 70;350;___ _________;0
10Ê185Ê672;05.12.2016 14:09;___ _________;0;____ 50;299
10Ê185Ê672;05.12.2016 16:49;____ 50;299;_____ ______ 70;350
10Ê185Ê740;05.12.2016 16:50;___ _________;0;________ 2015;399
10Ê142Ê343;05.12.2016 16:57;___ _________;0;_____ ______ 70;350
10Ê142Ê343;05.12.2016 16:58;_____ ______ 70;350;________ 99;399
10Ê185Ê670;05.12.2016 17:11;___ _________;0;________ 2015;399
10Ê089Ê349;05.12.2016 17:57;___ _________;0;________ 2015;399
10Ê185Ê758;05.12.2016 18:09;___ _________;0;_____ ______ 70;350
10Ê185Ê758;05.12.2016 18:10;_____ ______ 70;350;________ 99;399
10Ê185Ê762;05.12.2016 18:23;___ _________;0;_____ ______ 70;350
10Ê185Ê762;05.12.2016 18:23;_____ ______ 70;350;________ 99;399
10Ê185Ê364;05.12.2016 18:33;___ _________;0;_____ ______ 70;350
10Ê163Ê634;05.12.2016 19:00;___ _________;0;________ 2015;399
10Ê185Ê717;05.12.2016 19:18;___ _________;0;_____ ______ 50;300
10Ê185Ê709;05.12.2016 19:20;___ _________;0;_____ ______ 70;350
10Ê185Ê709;05.12.2016 19:21;_____ ______ 70;350;________ 99;399
10Ê184Ê637;05.12.2016 19:49;___ _________;0;____ 50;299
10Ê096Ê020;05.12.2016 19:52;___ _________;0;_________ 70;349
10Ê124Ê014;05.12.2016 20:02;___ _________;0;________ 2015;399
10Ê185Ê418;05.12.2016 20:10;___ _________;0;________ 2015;399
10Ê185Ê750;05.12.2016 20:14;___ _________;0;_____ ______ 70;350
10Ê185Ê750;05.12.2016 20:15;_____ ______ 70;350;________ 99;399
10Ê185Ê650;05.12.2016 20:30;___ _________;0;________ 2015;399
10Ê182Ê666;05.12.2016 20:33;___ _________;0;_______ _______ 70;350
10Ê185Ê266;05.12.2016 21:23;___ _________;0;_____ ______ 70;350
10Ê185Ê266;05.12.2016 21:24;_____ ______ 70;350;________ 99;399
10Ê175Ê216;06.12.2016 13:59;________ 2015;399;___ _________;0
10Ê036Ê239;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê036Ê239;06.12.2016 14:00;_______ _______ 70;350;___ _________;0
10Ê031Ê855;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê031Ê855;06.12.2016 14:02;_______ _______ 70;350;___ _________;0
10Ê178Ê852;06.12.2016 14:07;_____ ______ 70;350;___ _________;0
10Ê069Ê156;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê069Ê156;06.12.2016 14:13;_______ _______ 70;350;___ _________;0
10Ê185Ê803;06.12.2016 14:13;___ _________;0;_____ ______ 70;350
10Ê126Ê807;06.12.2016 14:16;_______ _______ 70;350;___ _________;0
10Ê185Ê745;06.12.2016 14:23;___ _________;0;_____ ______ 70;350
10Ê185Ê745;06.12.2016 14:24;_____ ______ 70;350;________ 99;399
10Ê178Ê562;08.07.2016 9:53;________ 2015;399;_________ 200;200
10Ê094Ê417;26.11.2016 11:42;________;400;________ 200 ____;449
10Ê094Ê417;06.12.2016 14:38;________ 200 ____;449;___ _________;0
10Ê178Ê562;06.12.2016 14:38;_________ 200;200;_____ ______ 50;300
10Ê185Ê735;06.12.2016 14:54;___ _________;0;_____ ______ 70;350
10Ê185Ê735;06.12.2016 14:56;_____ ______ 70;350;________ 99;399
10Ê185Ê775;06.12.2016 15:04;___ _________;0;_____ ______ 50;300
10Ê112Ê505;08.10.2014 12:15;___ _________;0;________;400
10Ê112Ê505;06.12.2016 15:05;________;400;___ _________;0
10Ê185Ê801;06.12.2016 15:15;___ _________;0;_____ ______ 70;350
10Ê162Ê693;31.08.2015 10:21;___ _________;0;________ 2015;399
10Ê162Ê693;06.12.2016 15:31;________ 2015;399;___ _________;0
10Ê163Ê158;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê163Ê158;06.12.2016 15:37;_______ _______ 70;350;___ _________;0
10Ê185Ê819;06.12.2016 15:39;___ _________;0;________ 2015;399
10Ê178Ê562;06.12.2016 15:49;_____ ______ 50;300;___________ 50;250
10Ê084Ê779;06.12.2016 16:06;___ _________;0;_____ ______ 70;350
10Ê180Ê260;15.08.2016 17:58;___ _________;0;________ 2015;399
10Ê180Ê260;06.12.2016 16:10;________ 2015;399;___ _________;0
10Ê185Ê716;06.12.2016 16:23;___ _________;0;_____ ______ 70;350
10Ê185Ê716;06.12.2016 16:24;_____ ______ 70;350;________ 99;399
10Ê143Ê581;12.09.2014 11:18;___ _________;0;________;400
10Ê143Ê581;06.12.2016 16:28;________;400;___ _________;0
10Ê185Ê749;06.12.2016 16:32;___ _________;0;________ 2015;399
10Ê185Ê732;06.12.2016 17:13;___ _________;0;_____ ______ 70;350
10Ê185Ê732;06.12.2016 17:14;_____ ______ 70;350;________ 99;399
10Ê185Ê747;06.12.2016 17:23;___ _________;0;_____ ______ 70;350
10Ê185Ê747;06.12.2016 17:24;_____ ______ 70;350;________ 99;399
10Ê185Ê817;06.12.2016 17:38;___ _________;0;____ 50;299
10Ê185Ê770;06.12.2016 17:55;___ _________;0;________ 2015;399
10Ê148Ê727;06.12.2016 18:02;___ _________;0;_____ ______ 70;350
10Ê172Ê677;06.12.2016 18:25;___ _________;0;_____ ______ 50;300
10Ê185Ê827;06.12.2016 18:32;___ _________;0;________ 2015;399
10Ê185Ê823;06.12.2016 18:34;___ _________;0;________ 2015;399
10Ê185Ê869;07.12.2016 12:36;___ _________;0;_____ ______ 70;350
10Ê185Ê826;06.12.2016 18:41;___ _________;0;________ 2015;399
10Ê185Ê755;06.12.2016 19:22;___ _________;0;________ 2015;399
10Ê172Ê781;06.12.2016 19:56;___ _________;0;_____ ______ 70;350
10Ê172Ê781;06.12.2016 19:58;_____ ______ 70;350;________ 99;399
10Ê185Ê734;06.12.2016 20:05;___ _________;0;_____ ______ 50;300
10Ê126Ê125;06.12.2016 20:10;___ _________;0;________ 2015;399
10Ê123Ê520;06.12.2016 20:47;___ _________;0;_____ ______ 70;350
10Ê123Ê520;06.12.2016 20:48;_____ ______ 70;350;________ 99;399
10Ê005Ê030;06.12.2016 19:28;___ _________;0;________;400
10Ê185Ê869;07.12.2016 12:36;_____ ______ 70;350;________ 99;399
10Ê185Ê754;07.12.2016 13:12;___ _________;0;____ 25;249
10Ê145Ê577;16.01.2016 13:38;___ _________;0;_____ ______ 50;300
10Ê145Ê577;07.12.2016 13:18;_____ ______ 50;300;___ _________;0
10Ê185Ê830;07.12.2016 13:27;___ _________;0;________ 2015;399
10Ê185Ê830;07.12.2016 13:28;________ 2015;399;________ 99;399
10Ê185Ê872;07.12.2016 13:30;___ _________;0;________ 2015;399
10Ê185Ê859;07.12.2016 13:38;___ _________;0;_____ ______ 70;350
10Ê185Ê859;07.12.2016 13:39;_____ ______ 70;350;________ 99;399
10Ê082Ê468;07.12.2016 14:10;___ _________;0;________ 200 ____;449
10Ê174Ê975;26.04.2016 13:34;___ _________;0;_____ ______ 50;300
10Ê174Ê975;07.12.2016 14:12;_____ ______ 50;300;___ _________;0
10Ê185Ê825;07.12.2016 14:19;___ _________;0;________ 2015;399
10Ê185Ê761;07.12.2016 14:21;___ _________;0;________ 2015;399
10Ê163Ê778;25.11.2016 11:14;________ 200 ____;449;________ 2015;399
10Ê163Ê778;07.12.2016 14:25;________ 2015;399;___ _________;0
10Ê179Ê827;07.12.2016 14:30;___ _________;0;_____ ______ 70;350
10Ê179Ê827;07.12.2016 14:31;_____ ______ 70;350;________ 99;399
10Ê166Ê792;09.11.2015 10:41;___ _________;0;_____ ______ 50;300
10Ê166Ê792;07.12.2016 14:31;_____ ______ 50;300;___ _________;0
10Ê150Ê923;12.01.2015 18:28;___ _________;0;________;400
10Ê150Ê923;07.12.2016 14:33;________;400;___ _________;0
10Ê158Ê547;30.05.2015 17:08;___ _________;0;________;400
10Ê158Ê547;07.12.2016 14:39;________;400;___ _________;0
10Ê185Ê736;07.12.2016 14:44;___ _________;0;________;400
10Ê078Ê242;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê078Ê242;07.12.2016 14:48;_______ _______ 70;350;___ _________;0
10Ê092Ê085;07.12.2016 14:50;___ _________;0;_____ ______ 70;350
10Ê071Ê742;07.12.2016 14:52;___ _________;0;_____ ______ 50;300
10Ê082Ê468;02.12.2016 8:30;________ 2015;399;________ 200 ____;449
10Ê082Ê468;07.12.2016 14:53;________ 200 ____;449;___ _________;0
10Ê143Ê992;06.10.2014 16:48;___ _________;0;________;400
10Ê143Ê992;07.12.2016 14:55;________;400;___ _________;0
10Ê139Ê040;07.12.2016 15:03;___ _________;0;_____ ______ 70;350
10Ê185Ê854;07.12.2016 15:22;___ _________;0;________;400
10Ê185Ê737;07.12.2016 15:24;___ _________;0;________;400
10Ê145Ê559;07.12.2016 15:43;___ _________;0;________ 2015;399
10Ê185Ê458;05.12.2016 13:04;___ _________;0;________;400
10Ê185Ê458;07.12.2016 15:44;________;400;________ 2015;399
10Ê185Ê824;07.12.2016 16:07;___ _________;0;_____ ______ 70;350
10Ê185Ê824;07.12.2016 16:08;_____ ______ 70;350;________ 99;399
10Ê060Ê900;07.12.2016 17:17;___ _________;0;________;400
10Ê185Ê807;07.12.2016 17:42;___ _________;0;_____ ______ 70;350
10Ê185Ê807;07.12.2016 17:42;_____ ______ 70;350;________ 99;399
10Ê185Ê520;07.12.2016 17:54;___ _________;0;________ 2015;399
10Ê185Ê789;07.12.2016 18:13;___ _________;0;_____ ______ 70;350
10Ê185Ê789;07.12.2016 18:14;_____ ______ 70;350;________ 99;399
10Ê185Ê875;07.12.2016 18:32;___ _________;0;___________ 50;250
10Ê044Ê646;07.12.2016 19:00;___ _________;0;_____ ______ 70;350
10Ê185Ê792;07.12.2016 19:14;___ _________;0;_____ ______ 70;350
10Ê185Ê792;07.12.2016 19:15;_____ ______ 70;350;________ 99;399
10Ê185Ê743;07.12.2016 19:34;___ _________;0;________ 2015;399
10Ê185Ê588;07.12.2016 20:31;___ _________;0;_____ ______ 50;300
10Ê185Ê809;07.12.2016 20:39;___ _________;0;____ 25;249
10Ê169Ê631;23.12.2015 14:48;___ _________;0;________ 2015;399
10Ê169Ê631;07.12.2016 22:07;________ 2015;399;________ 200 ____;449
10Ê126Ê520;05.12.2016 10:39;___ _________;0;_____ ______ 70;350
10Ê126Ê520;08.12.2016 11:25;_____ ______ 70;350;________ 99;399
10Ê185Ê889;08.12.2016 11:30;___ _________;0;________ 2015;399
10Ê082Ê668;08.12.2016 11:47;___ _________;0;_____ ______ 70;350
10Ê166Ê039;08.12.2016 11:52;___ _________;0;________ 2015;399
10Ê185Ê871;08.12.2016 12:09;___ _________;0;_____ ______ 70;350
10Ê185Ê815;08.12.2016 12:15;___ _________;0;_____ ______ 50;300
10Ê185Ê879;08.12.2016 12:20;___ _________;0;________ 2015;399
10Ê185Ê884;08.12.2016 12:33;___ _________;0;_____ ______ 70;350
10Ê114Ê343;08.12.2016 12:36;___ _________;0;________ 200 ____;449
10Ê185Ê929;08.12.2016 12:39;___ _________;0;_____ ______ 70;350
10Ê185Ê929;08.12.2016 12:40;_____ ______ 70;350;________ 99;399
10Ê185Ê933;08.12.2016 13:16;___ _________;0;________ 2015;399
10Ê184Ê346;08.12.2016 13:22;___ _________;0;_____ ______ 70;350
10Ê185Ê905;08.12.2016 13:19;___ _________;0;_____ ______ 70;350
10Ê185Ê905;08.12.2016 13:24;_____ ______ 70;350;________ 99;399
10Ê185Ê895;08.12.2016 13:28;___ _________;0;____ 25;249
10Ê185Ê914;08.12.2016 13:37;___ _________;0;_____ ______ 70;350
10Ê185Ê919;08.12.2016 13:41;___ _________;0;_____ ______ 70;350
10Ê185Ê919;08.12.2016 13:42;_____ ______ 70;350;________ 99;399
10Ê185Ê764;08.12.2016 13:48;___ _________;0;_____ ______ 70;350
10Ê184Ê914;08.12.2016 13:53;___ _________;0;________ 2015;399
10Ê067Ê333;14.10.2016 11:07;_____ ______ 70;350;___________ 50;250
10Ê067Ê333;08.12.2016 13:58;___________ 50;250;___ _________;0
10Ê184Ê944;08.12.2016 14:07;___ _________;0;________ 2015;399
10Ê025Ê343;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê025Ê343;08.12.2016 14:21;_______ _______ 70;350;___ _________;0
10Ê014Ê687;28.06.2016 13:12;________ 2015;399;_________ 200;200
10Ê014Ê687;08.12.2016 14:27;_________ 200;200;___ _________;0
10Ê134Ê170;31.03.2015 13:21;___ _________;0;________;400
10Ê134Ê170;08.12.2016 14:33;________;400;___ _________;0
10Ê184Ê399;08.11.2016 11:57;___ _________;0;________ 2015;399
10Ê184Ê399;08.12.2016 14:38;________ 2015;399;___ _________;0
10Ê099Ê733;08.12.2016 14:42;___ _________;0;________ 2015;399
10Ê176Ê220;29.04.2016 12:12;___ _________;0;________ 2015;399
10Ê176Ê220;08.12.2016 14:48;________ 2015;399;___ _________;0
10Ê114Ê343;05.12.2016 13:36;________;400;________ 200 ____;449
10Ê114Ê343;08.12.2016 14:50;________ 200 ____;449;___ _________;0
10Ê185Ê917;08.12.2016 15:04;___ _________;0;_____ ______ 70;350
10Ê185Ê917;08.12.2016 15:05;_____ ______ 70;350;________ 99;399
10Ê026Ê304;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê026Ê304;08.12.2016 15:21;_______ _______ 70;350;___ _________;0
10Ê179Ê616;27.07.2016 16:06;___ _________;0;________ 2015;399
10Ê179Ê616;08.12.2016 15:24;________ 2015;399;___ _________;0
10Ê022Ê877;27.05.2015 15:37;___ _________;0;_____ ______ 50;300
10Ê022Ê877;08.12.2016 15:30;_____ ______ 50;300;___ _________;0
10Ê133Ê061;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê133Ê061;08.12.2016 15:35;_______ _______ 70;350;___ _________;0
10Ê123Ê991;08.12.2016 15:38;________;400;___ _________;0
10Ê181Ê290;03.09.2016 12:16;___ _________;0;_____ ______ 70;350
10Ê181Ê290;08.12.2016 15:41;_____ ______ 70;350;___ _________;0
10Ê129Ê453;06.12.2016 11:54;___ _________;0;________ 2015;399
10Ê129Ê453;08.12.2016 15:45;________ 2015;399;___ _________;0
10Ê185Ê937;08.12.2016 15:47;___ _________;0;_____ ______ 70;350
10Ê185Ê937;08.12.2016 15:49;_____ ______ 70;350;________ 99;399
10Ê152Ê958;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê152Ê958;08.12.2016 15:50;_______ _______ 70;350;___ _________;0
10Ê185Ê897;08.12.2016 15:53;___ _________;0;_____ ______ 70;350
10Ê185Ê897;08.12.2016 15:54;_____ ______ 70;350;________ 99;399
10Ê185Ê887;08.12.2016 16:01;___ _________;0;_____ ______ 70;350
10Ê185Ê887;08.12.2016 16:02;_____ ______ 70;350;________ 99;399
10Ê180Ê074;08.08.2016 10:31;___ _________;0;________ 2015;399
10Ê180Ê074;08.12.2016 16:33;________ 2015;399;___ _________;0
10Ê134Ê877;08.10.2014 18:53;_______;300;________;400
10Ê134Ê877;08.12.2016 16:35;________;400;___ _________;0
10Ê171Ê144;28.01.2016 11:27;___ _________;0;________ 2015;399
10Ê171Ê144;08.12.2016 16:39;________ 2015;399;___ _________;0
10Ê031Ê097;08.12.2016 16:39;___ _________;0;_____ ______ 70;350
10Ê171Ê557;29.01.2016 14:48;___ _________;0;_____ ______ 50;300
10Ê171Ê557;08.12.2016 16:41;_____ ______ 50;300;___ _________;0
10Ê168Ê250;08.12.2016 16:44;________ 2015;399;___ _________;0
10Ê174Ê389;29.03.2016 15:38;___ _________;0;_____ ______ 50;300
10Ê174Ê389;08.12.2016 16:46;_____ ______ 50;300;___ _________;0
10Ê145Ê851;08.12.2016 16:49;________;400;___ _________;0
10Ê180Ê200;11.08.2016 9:53;___ _________;0;________ 2015;399
10Ê180Ê200;08.12.2016 16:50;________ 2015;399;___ _________;0
10Ê165Ê610;09.08.2016 10:20;___ _________;0;________ 2015;399
10Ê165Ê610;08.12.2016 16:52;________ 2015;399;___ _________;0
10Ê185Ê797;08.12.2016 17:23;___ _________;0;________ 2015;399
10Ê095Ê629;08.12.2016 17:48;___ _________;0;_____ ______ 70;350
10Ê184Ê275;08.12.2016 18:02;___ _________;0;_____ ______ 70;350
10Ê185Ê881;08.12.2016 18:09;___ _________;0;_____ ______ 70;350
10Ê185Ê893;08.12.2016 18:13;___ _________;0;_____ ______ 70;350
10Ê185Ê893;08.12.2016 18:14;_____ ______ 70;350;________ 99;399
10Ê185Ê916;08.12.2016 18:23;___ _________;0;________ 2015;399
10Ê185Ê880;08.12.2016 19:10;___ _________;0;________;400
10Ê185Ê671;08.12.2016 20:24;___ _________;0;________ 2015;399
10Ê185Ê878;08.12.2016 20:44;___ _________;0;________;400
10Ê185Ê915;08.12.2016 21:42;___ _________;0;________ 2015;399
10Ê082Ê947;09.12.2016 10:42;___ _________;0;_____ ______ 70;350
10Ê082Ê947;09.12.2016 10:42;_____ ______ 70;350;________ 99;399
